,Sentiment
430508,Positive
111677,Positive
4851,Positive
330773,Negative
21180,Positive
213819,Positive
494785,Positive
330359,Negative
68659,Negative
224079,Positive
501574,Positive
51577,Negative
105060,Negative
471426,Negative
116801,Negative
204101,Positive
262010,Positive
296719,Positive
77953,Negative
404669,Negative
320808,Positive
276695,Negative
30536,Positive
163728,Negative
506440,Positive
201977,Negative
193500,Negative
384420,Positive
488702,Positive
476651,Negative
297484,Negative
503561,Negative
290305,Negative
117033,Negative
315059,Negative
304421,Positive
135080,Positive
146766,Positive
347387,Positive
205635,Positive
389697,Positive
420075,Positive
285267,Positive
67926,Negative
139559,Positive
112168,Negative
377897,Negative
146387,Negative
487895,Positive
367355,Positive
18601,Positive
232876,Negative
157545,Positive
293371,Negative
419002,Positive
102572,Positive
470859,Positive
479845,Positive
5998,Negative
209908,Negative
244116,Negative
155540,Positive
34484,Positive
593,Positive
91603,Negative
199829,Positive
253341,Positive
255702,Positive
270009,Positive
126696,Negative
2313,Negative
250253,Negative
511278,Negative
115289,Negative
262738,Negative
360050,Positive
414321,Positive
212219,Positive
247690,Positive
206660,Positive
93893,Negative
461756,Negative
104481,Negative
383820,Positive
234397,Negative
62514,Positive
2317,Positive
415206,Negative
361489,Positive
309966,Positive
46294,Positive
131241,Negative
397025,Positive
91674,Positive
175886,Positive
318785,Positive
2089,Negative
136967,Negative
8440,Positive
448226,Positive
249358,Positive
122045,Positive
66885,Negative
206780,Positive
281302,Negative
490294,Negative
65352,Negative
216409,Positive
343458,Negative
300274,Negative
333288,Negative
97289,Positive
325762,Positive
63901,Negative
135753,Negative
414425,Positive
40348,Negative
3366,Negative
154554,Negative
246036,Negative
245400,Negative
26951,Negative
435310,Positive
66608,Negative
193838,Negative
102372,Positive
501205,Negative
241112,Negative
105948,Negative
105144,Negative
118664,Positive
512916,Negative
239361,Positive
31429,Positive
417635,Negative
373956,Negative
13314,Positive
491449,Negative
168187,Negative
115778,Positive
847,Negative
208288,Positive
229804,Positive
115473,Negative
172740,Negative
152012,Positive
429661,Negative
9822,Negative
109125,Positive
319415,Positive
269765,Positive
133047,Positive
70456,Negative
109497,Positive
203310,Negative
137061,Negative
107631,Positive
403236,Positive
215314,Negative
148038,Positive
494450,Negative
376426,Negative
72709,Negative
209060,Positive
395873,Negative
495225,Positive
202731,Positive
276356,Positive
25257,Positive
21120,Positive
362475,Positive
408936,Positive
69800,Negative
204762,Negative
431452,Positive
67198,Negative
117733,Negative
69743,Negative
69219,Positive
421336,Positive
28572,Positive
82039,Positive
350651,Negative
313066,Positive
109801,Negative
112983,Negative
66429,Negative
323375,Negative
233110,Negative
368115,Negative
373475,Negative
113806,Negative
451925,Negative
234522,Negative
372021,Negative
411264,Negative
379308,Negative
483568,Positive
85169,Negative
41083,Negative
191895,Negative
74984,Positive
402779,Positive
78615,Negative
191458,Negative
158012,Positive
365202,Positive
112394,Positive
162159,Negative
469256,Positive
168628,Negative
89210,Positive
119185,Positive
315005,Negative
32839,Negative
506197,Negative
324939,Negative
392905,Positive
416186,Positive
411985,Negative
2974,Negative
309351,Negative
83973,Negative
434277,Positive
168778,Negative
125593,Negative
364008,Positive
190765,Positive
393831,Positive
243182,Positive
155841,Positive
216342,Positive
293322,Negative
373566,Positive
406034,Negative
179233,Positive
1821,Positive
31192,Positive
473286,Negative
209995,Negative
143171,Positive
301682,Positive
213583,Negative
197281,Negative
213494,Negative
135514,Negative
83104,Positive
123424,Negative
166641,Positive
360735,Negative
214099,Negative
40046,Positive
179454,Positive
284383,Positive
422669,Positive
509818,Negative
498675,Positive
486492,Positive
228012,Positive
114741,Positive
277323,Negative
171726,Positive
47815,Negative
401648,Positive
394932,Positive
477515,Negative
439992,Positive
337308,Negative
364280,Negative
213596,Negative
492435,Negative
208700,Negative
342349,Positive
159634,Negative
144489,Negative
254435,Negative
58222,Positive
70965,Negative
437887,Negative
60845,Positive
306903,Negative
436566,Positive
330444,Negative
230898,Positive
269019,Negative
303870,Positive
442309,Positive
359705,Negative
277589,Positive
489783,Negative
147298,Positive
2416,Negative
187228,Negative
77256,Positive
84163,Positive
460063,Positive
426727,Negative
254608,Negative
302416,Negative
218971,Negative
511995,Positive
410017,Positive
472326,Negative
248281,Negative
302642,Positive
171704,Positive
280722,Negative
301796,Positive
254962,Positive
395837,Negative
143080,Positive
422108,Positive
162814,Positive
135315,Positive
254693,Negative
106541,Negative
481152,Positive
208773,Positive
51409,Positive
205284,Positive
226028,Positive
45801,Negative
237597,Positive
120316,Negative
208096,Positive
5428,Positive
7163,Negative
156148,Negative
460719,Negative
68248,Negative
187219,Negative
202395,Negative
330983,Negative
32183,Negative
47236,Positive
301559,Positive
129604,Negative
230278,Negative
423484,Negative
343008,Positive
3788,Positive
131301,Negative
29782,Negative
175923,Positive
116157,Negative
51421,Positive
168649,Positive
142797,Positive
114475,Negative
468037,Negative
52321,Negative
125795,Positive
485639,Positive
193042,Positive
244398,Negative
384078,Positive
106275,Negative
201348,Negative
351556,Positive
315792,Positive
239833,Positive
408224,Negative
321890,Positive
93385,Positive
497567,Positive
136873,Negative
97045,Positive
398154,Positive
438525,Negative
289350,Positive
217598,Negative
498250,Positive
381984,Positive
47339,Positive
428516,Positive
66381,Negative
215904,Negative
333327,Negative
122028,Positive
46927,Positive
268980,Negative
227304,Positive
104772,Positive
373719,Negative
313642,Negative
472790,Positive
94458,Positive
86698,Positive
105771,Negative
419281,Negative
514329,Positive
406431,Positive
275277,Negative
321486,Positive
161696,Negative
303610,Negative
22734,Positive
91661,Negative
117775,Positive
395009,Positive
136141,Positive
402505,Negative
102562,Negative
497089,Negative
264398,Positive
68037,Negative
255036,Positive
66728,Negative
245545,Negative
217303,Positive
68944,Negative
94836,Negative
136103,Negative
315811,Positive
273368,Negative
158467,Positive
486355,Negative
281753,Positive
229503,Negative
372810,Negative
326173,Positive
170015,Negative
480417,Negative
251903,Negative
292999,Negative
78972,Positive
37095,Positive
69723,Positive
283651,Positive
216363,Positive
423602,Positive
176153,Negative
328765,Positive
312065,Positive
23978,Positive
251157,Positive
212770,Negative
441026,Negative
175804,Negative
226843,Positive
177167,Positive
249192,Negative
202922,Negative
114436,Negative
299814,Negative
350626,Negative
2394,Negative
495160,Positive
123233,Negative
368813,Negative
8159,Negative
491297,Negative
202901,Negative
393619,Positive
344906,Positive
473380,Negative
215244,Positive
104345,Positive
73156,Positive
384881,Negative
56742,Negative
206341,Positive
81155,Positive
390705,Positive
128517,Positive
178940,Positive
354982,Negative
65942,Negative
113050,Negative
116056,Negative
391647,Positive
99969,Negative
333567,Negative
305686,Positive
172074,Negative
393894,Negative
161500,Negative
64466,Negative
362560,Positive
213242,Negative
382398,Positive
376363,Negative
89509,Positive
172250,Negative
337299,Positive
393094,Positive
364206,Negative
169257,Positive
351552,Positive
276984,Positive
506449,Positive
344263,Negative
47760,Negative
131716,Negative
312419,Positive
68830,Negative
344305,Negative
475761,Negative
148418,Positive
411864,Negative
365367,Positive
27221,Positive
345348,Positive
492179,Positive
89261,Positive
351949,Positive
397112,Positive
320074,Negative
151373,Positive
300504,Positive
155681,Negative
22655,Negative
339135,Negative
177342,Positive
197845,Negative
299492,Positive
26653,Negative
62681,Positive
415915,Positive
295904,Negative
226482,Negative
358699,Negative
316125,Negative
297432,Positive
228535,Positive
242443,Negative
268059,Negative
67587,Negative
391480,Positive
168286,Negative
136036,Negative
62466,Positive
515735,Negative
387761,Positive
147662,Positive
485307,Negative
54963,Negative
201547,Positive
491576,Negative
487150,Positive
118447,Negative
195927,Negative
233329,Negative
168756,Positive
212600,Positive
229738,Positive
66122,Positive
440528,Positive
89695,Positive
314835,Positive
323235,Negative
21162,Negative
301711,Negative
446459,Positive
443443,Positive
273736,Positive
209469,Positive
243400,Negative
37377,Negative
420459,Positive
103528,Positive
229433,Positive
444445,Negative
363964,Positive
317200,Positive
187184,Negative
77702,Positive
291843,Positive
77590,Negative
309524,Negative
195915,Negative
465276,Positive
266229,Negative
476694,Negative
460448,Positive
452490,Positive
473751,Negative
495114,Negative
233448,Negative
391766,Positive
428691,Positive
68941,Negative
196495,Negative
225055,Negative
144540,Positive
230726,Positive
473105,Negative
366791,Negative
340646,Positive
227412,Positive
318693,Negative
76733,Negative
362508,Positive
57908,Negative
480502,Negative
283710,Negative
52899,Positive
246668,Negative
358849,Positive
235415,Negative
255806,Positive
18283,Negative
237876,Negative
289906,Positive
169623,Negative
234385,Negative
286992,Positive
168488,Negative
470443,Positive
77839,Positive
4034,Positive
489055,Negative
80832,Positive
90694,Positive
485185,Positive
481993,Positive
460219,Negative
355165,Negative
22201,Negative
13962,Negative
188914,Negative
102546,Negative
13680,Positive
90571,Positive
397620,Positive
384771,Negative
195551,Negative
281161,Positive
203163,Negative
180249,Negative
205928,Positive
62550,Positive
4434,Negative
279515,Negative
259280,Positive
113080,Negative
350997,Negative
354832,Positive
187417,Positive
390854,Positive
393884,Positive
263242,Positive
326905,Negative
391448,Positive
391901,Negative
316139,Positive
267501,Positive
290431,Positive
81845,Negative
125177,Negative
68755,Positive
436271,Negative
397603,Positive
65695,Negative
472324,Negative
423025,Negative
163653,Negative
191596,Positive
369463,Positive
454549,Positive
56733,Positive
134580,Negative
87699,Positive
505029,Positive
64829,Negative
338165,Positive
123842,Positive
91618,Negative
294756,Positive
129112,Positive
193463,Positive
135131,Positive
63057,Positive
446329,Positive
255956,Positive
435305,Positive
513107,Negative
325290,Negative
34428,Positive
16007,Positive
388922,Positive
173559,Positive
396056,Negative
457317,Positive
15468,Positive
39165,Positive
79260,Negative
126259,Positive
179465,Positive
249029,Positive
387057,Positive
121920,Negative
354906,Negative
7467,Negative
36449,Negative
115944,Negative
394186,Positive
179868,Positive
283517,Positive
40223,Positive
418257,Negative
357603,Positive
200850,Negative
410289,Positive
89530,Negative
68382,Negative
113068,Negative
207499,Positive
368213,Negative
139495,Positive
437665,Positive
27921,Negative
195704,Negative
21480,Positive
109719,Positive
205050,Positive
218886,Positive
52143,Positive
213628,Negative
475792,Negative
486350,Negative
72705,Negative
275344,Positive
400545,Positive
503685,Positive
262753,Negative
242477,Negative
32828,Positive
130914,Negative
231043,Positive
281744,Negative
61523,Negative
65430,Negative
377872,Negative
205384,Negative
337777,Negative
294811,Positive
413117,Negative
83969,Negative
488890,Negative
479558,Positive
66035,Negative
228660,Positive
29152,Positive
46073,Positive
508119,Negative
135916,Positive
372111,Positive
230437,Negative
394384,Negative
277854,Negative
152588,Negative
297324,Positive
383473,Positive
140748,Positive
86450,Negative
502531,Positive
114727,Negative
130727,Positive
480735,Negative
110946,Positive
485376,Negative
510581,Negative
454977,Positive
401683,Positive
453717,Positive
65911,Negative
249139,Negative
89699,Positive
95739,Negative
197172,Positive
66508,Negative
304725,Negative
246684,Negative
56744,Negative
29856,Negative
134081,Negative
190168,Positive
411212,Negative
176426,Positive
471132,Positive
242638,Negative
324025,Positive
231392,Negative
190174,Positive
6679,Negative
381383,Positive
312609,Negative
99689,Negative
333115,Negative
224720,Positive
214388,Positive
136538,Negative
133878,Positive
329059,Positive
201128,Positive
157066,Positive
151284,Positive
70144,Positive
372019,Negative
3822,Negative
493385,Negative
115763,Positive
355060,Negative
220958,Negative
515309,Negative
437112,Positive
225954,Negative
112915,Negative
381616,Positive
334106,Negative
433720,Positive
514701,Negative
65319,Negative
398995,Positive
64399,Negative
52201,Positive
483753,Positive
308748,Positive
384859,Negative
215977,Negative
780,Negative
489982,Negative
333129,Positive
401739,Positive
296243,Positive
495170,Positive
488625,Negative
180491,Negative
25677,Positive
129517,Negative
111334,Positive
371030,Negative
210059,Negative
161100,Positive
514712,Negative
361560,Negative
5437,Negative
376775,Positive
304843,Negative
178400,Negative
394148,Negative
164273,Negative
239766,Positive
106682,Negative
183755,Positive
375642,Negative
458335,Positive
215701,Negative
205248,Negative
316072,Positive
460328,Positive
152576,Positive
463037,Positive
417052,Negative
204853,Negative
398851,Positive
96480,Positive
290749,Positive
188291,Positive
62478,Negative
513698,Negative
473403,Negative
38137,Positive
5196,Negative
186952,Negative
72299,Positive
258188,Negative
178040,Positive
336170,Positive
223108,Positive
433995,Positive
506484,Negative
447082,Negative
451733,Positive
140861,Negative
176331,Positive
8899,Negative
412594,Positive
68530,Negative
133891,Negative
432172,Positive
69414,Negative
419268,Negative
165908,Positive
445278,Negative
53340,Positive
188803,Positive
267930,Positive
202343,Negative
149774,Negative
69127,Positive
132337,Positive
72461,Negative
279798,Positive
328454,Positive
29773,Positive
264286,Negative
469287,Positive
65390,Negative
87261,Positive
65451,Negative
426561,Negative
387273,Negative
509217,Positive
408125,Positive
323358,Negative
40631,Negative
315016,Positive
485284,Negative
37684,Positive
296570,Positive
76093,Positive
202436,Negative
185444,Negative
136925,Positive
76407,Negative
357217,Positive
254667,Negative
121262,Positive
447703,Positive
272892,Positive
216043,Positive
489824,Negative
52587,Positive
264486,Positive
486740,Positive
426822,Positive
64801,Negative
506975,Negative
406131,Positive
369783,Positive
130106,Positive
74376,Negative
511121,Positive
183340,Positive
180881,Positive
271662,Negative
497947,Negative
304838,Negative
193209,Positive
53335,Negative
176908,Negative
18326,Negative
295955,Positive
341605,Positive
319870,Negative
24954,Negative
501617,Negative
456303,Negative
504892,Positive
347099,Positive
11164,Positive
139622,Negative
352569,Positive
410083,Positive
195541,Negative
324368,Positive
305911,Negative
337571,Positive
84261,Negative
220321,Negative
351515,Positive
407809,Positive
283312,Negative
295498,Negative
35559,Negative
43250,Negative
233235,Positive
25632,Negative
462143,Negative
423946,Positive
317235,Positive
265823,Negative
242346,Negative
498413,Negative
372945,Negative
368337,Negative
135615,Negative
469840,Negative
268663,Negative
156138,Negative
467066,Positive
117372,Negative
10365,Negative
373365,Negative
264429,Positive
3190,Positive
482711,Negative
130906,Negative
358854,Negative
108220,Negative
185456,Positive
3658,Negative
21339,Positive
195856,Negative
219926,Positive
479734,Positive
186070,Positive
499961,Negative
0,Negative
110969,Negative
490339,Positive
263943,Negative
48065,Positive
413221,Negative
245596,Negative
251660,Positive
509508,Positive
202251,Negative
368770,Positive
26555,Negative
298995,Negative
305871,Positive
233442,Negative
478314,Negative
303106,Negative
323989,Positive
513639,Negative
363205,Negative
209833,Positive
439249,Positive
429589,Negative
400125,Negative
17852,Positive
325230,Positive
261045,Positive
400008,Negative
354991,Negative
140066,Positive
410661,Positive
507432,Positive
98710,Negative
189400,Positive
485788,Positive
320070,Negative
207670,Negative
37186,Positive
109223,Positive
494970,Negative
376275,Negative
391617,Negative
108859,Positive
231582,Negative
137073,Negative
333191,Positive
225925,Negative
463680,Negative
242772,Negative
262520,Negative
415015,Positive
200215,Positive
77468,Positive
349306,Positive
23026,Positive
504407,Negative
202990,Negative
495040,Positive
462257,Negative
242496,Negative
318285,Negative
423094,Negative
476410,Positive
12594,Positive
186804,Positive
107922,Positive
330739,Negative
178008,Positive
92869,Positive
325063,Negative
93210,Positive
179594,Positive
274550,Positive
474230,Negative
394094,Negative
303192,Positive
184827,Negative
79310,Negative
404604,Positive
90516,Negative
277048,Negative
51482,Positive
80806,Negative
166979,Positive
41112,Negative
211425,Positive
127958,Negative
242105,Positive
480373,Negative
469683,Positive
69770,Positive
22160,Negative
100399,Negative
104625,Positive
476016,Negative
307032,Negative
139938,Negative
462005,Positive
21629,Positive
120526,Positive
102772,Positive
376719,Positive
160136,Positive
489053,Negative
80309,Negative
351171,Negative
452795,Negative
493813,Positive
372204,Negative
485028,Negative
91707,Negative
314735,Negative
360032,Negative
49040,Positive
93764,Positive
48965,Positive
411491,Negative
443431,Positive
331252,Positive
514612,Negative
210072,Negative
147170,Positive
121513,Negative
452046,Positive
149265,Positive
163887,Negative
412815,Negative
260467,Positive
353857,Negative
361786,Negative
485411,Negative
383256,Positive
453397,Negative
465817,Negative
308383,Negative
65756,Negative
412526,Negative
166271,Positive
243371,Negative
307726,Positive
299991,Positive
93902,Positive
377133,Positive
170286,Positive
37019,Negative
247363,Positive
219771,Positive
177119,Negative
334368,Negative
361334,Negative
95825,Negative
228839,Positive
248743,Positive
503738,Negative
393842,Negative
188003,Positive
8896,Negative
428173,Positive
18552,Positive
382758,Negative
289021,Positive
220782,Negative
357957,Positive
4080,Negative
10441,Negative
174664,Negative
501121,Positive
187760,Negative
271604,Negative
121051,Negative
27279,Negative
233322,Negative
105542,Positive
444302,Positive
266181,Positive
453695,Negative
475977,Negative
139208,Positive
402409,Positive
418840,Negative
497764,Negative
277933,Positive
163908,Positive
372179,Positive
178350,Positive
436539,Positive
497972,Positive
104636,Positive
380718,Positive
106080,Positive
105475,Positive
336048,Positive
113342,Negative
302300,Negative
33951,Negative
71332,Positive
266141,Positive
336798,Positive
101473,Positive
466337,Positive
454543,Negative
432176,Negative
174239,Negative
97715,Negative
421792,Negative
53285,Positive
430855,Negative
312096,Positive
46441,Positive
167340,Positive
217986,Positive
139823,Negative
129888,Negative
226277,Positive
349350,Positive
186614,Positive
483888,Negative
136267,Negative
68237,Negative
262757,Negative
139812,Negative
33215,Positive
182903,Positive
205429,Negative
239762,Positive
358559,Positive
337192,Positive
169736,Negative
23833,Negative
425138,Negative
439570,Positive
220508,Negative
343666,Positive
340440,Positive
188137,Positive
427805,Negative
175421,Positive
10867,Negative
29917,Positive
147529,Positive
378798,Negative
2249,Negative
124897,Negative
4025,Positive
435112,Positive
205220,Negative
163417,Positive
336541,Negative
427007,Negative
239454,Positive
356292,Positive
47500,Negative
242241,Negative
8956,Negative
112428,Positive
183638,Negative
420877,Positive
105184,Negative
444279,Positive
365046,Negative
307914,Negative
92548,Negative
47842,Negative
260481,Negative
491102,Negative
466298,Positive
103784,Negative
67201,Negative
233187,Negative
503060,Positive
273269,Negative
399531,Negative
179731,Positive
64652,Negative
5910,Negative
181406,Negative
232920,Negative
143387,Negative
335362,Negative
213674,Negative
196146,Negative
172801,Positive
83034,Positive
491832,Negative
204817,Negative
508975,Positive
169420,Negative
330971,Positive
214530,Negative
144603,Negative
165736,Negative
214148,Negative
149851,Negative
255088,Positive
33017,Positive
381720,Positive
273050,Positive
253548,Positive
513139,Negative
215448,Negative
243203,Negative
129143,Positive
60190,Negative
78168,Positive
304693,Negative
161561,Positive
274712,Positive
210341,Negative
480074,Positive
261160,Negative
265744,Positive
136564,Negative
46961,Positive
173758,Positive
423485,Positive
467025,Negative
276416,Negative
496661,Positive
400489,Negative
470021,Positive
40202,Negative
122635,Positive
344211,Positive
297971,Positive
83896,Positive
223364,Positive
53284,Negative
501349,Negative
21090,Positive
495752,Negative
89254,Negative
204463,Positive
216022,Negative
427467,Negative
93459,Positive
53090,Positive
48916,Positive
470996,Negative
27558,Positive
464284,Negative
32653,Negative
9732,Negative
292869,Positive
106489,Negative
405846,Positive
36649,Positive
335054,Negative
471510,Positive
138289,Positive
31303,Negative
433087,Negative
427475,Negative
131302,Positive
443073,Negative
209441,Positive
249015,Positive
468949,Negative
417659,Positive
43363,Positive
471191,Negative
458906,Positive
515110,Negative
350790,Negative
205299,Negative
39061,Negative
137102,Positive
212944,Positive
313368,Negative
155357,Negative
435013,Positive
324727,Positive
442225,Positive
432036,Positive
10002,Negative
148659,Positive
213909,Negative
419602,Positive
62454,Negative
367541,Negative
326163,Negative
486744,Negative
368229,Negative
135531,Negative
156052,Positive
135551,Negative
4944,Positive
125397,Negative
454584,Positive
242829,Positive
494690,Positive
44327,Positive
394706,Positive
43813,Positive
44092,Positive
196433,Positive
322766,Positive
178786,Positive
97778,Positive
64638,Negative
336638,Positive
509672,Positive
6669,Negative
115363,Negative
323260,Negative
143073,Positive
334747,Negative
244008,Positive
416593,Positive
393935,Negative
443653,Negative
429242,Negative
355411,Positive
485269,Positive
60135,Negative
89600,Negative
473420,Negative
499764,Negative
364572,Negative
218029,Negative
138598,Positive
293607,Positive
415987,Positive
140976,Negative
215539,Negative
58798,Positive
178949,Positive
288740,Positive
235836,Negative
364039,Positive
128501,Negative
307239,Negative
81533,Positive
450788,Positive
163426,Negative
396915,Positive
67617,Positive
234810,Positive
204955,Negative
91701,Negative
89741,Positive
470648,Negative
19614,Negative
145165,Negative
141137,Positive
323529,Negative
86373,Negative
22080,Positive
2314,Negative
86196,Positive
334997,Positive
467212,Negative
416202,Positive
42875,Negative
511572,Positive
19041,Positive
88127,Positive
461221,Negative
105322,Negative
65191,Negative
444390,Positive
511081,Positive
194967,Negative
190406,Positive
1749,Positive
407500,Negative
131456,Negative
350937,Negative
427099,Negative
163517,Negative
285120,Positive
252625,Positive
49775,Negative
22957,Positive
323325,Negative
67931,Negative
476793,Negative
261485,Negative
209279,Negative
269217,Positive
207966,Negative
253738,Positive
482554,Negative
385938,Negative
261511,Positive
297651,Negative
271429,Positive
201293,Negative
20076,Positive
114415,Negative
444651,Negative
439943,Negative
65267,Negative
491029,Positive
116596,Positive
75874,Negative
246815,Positive
440696,Negative
208404,Positive
90956,Negative
13286,Negative
34102,Positive
172614,Positive
324227,Positive
244355,Positive
425277,Negative
202366,Negative
202283,Positive
280092,Positive
65363,Negative
243888,Negative
495320,Positive
33573,Positive
136006,Negative
7486,Positive
485054,Negative
491796,Positive
432081,Positive
270519,Negative
68006,Negative
351727,Negative
458094,Positive
503914,Positive
213835,Negative
447871,Positive
158486,Positive
293226,Positive
155254,Negative
129781,Negative
30985,Positive
482387,Positive
364463,Negative
254761,Positive
260369,Negative
41583,Positive
48341,Negative
305994,Positive
417432,Negative
132001,Negative
21439,Negative
151889,Positive
505198,Positive
141337,Negative
242681,Negative
211939,Positive
212992,Positive
102163,Positive
354540,Positive
493347,Negative
366204,Positive
303898,Negative
235504,Negative
181019,Positive
115682,Negative
436918,Positive
115254,Negative
475877,Positive
114685,Negative
205859,Negative
261190,Positive
387665,Positive
471876,Negative
130994,Negative
268013,Positive
14307,Positive
257701,Negative
214733,Negative
137986,Positive
125517,Positive
456203,Negative
285677,Positive
91979,Negative
155707,Negative
145649,Positive
102836,Negative
62971,Positive
396674,Negative
65989,Positive
636,Positive
24906,Positive
469595,Positive
196366,Negative
91716,Positive
194682,Negative
67623,Positive
227413,Positive
292989,Negative
378803,Positive
266005,Positive
389734,Positive
123773,Positive
382730,Positive
46189,Negative
503504,Positive
131639,Negative
314888,Positive
250684,Positive
304014,Positive
76782,Negative
331334,Positive
513716,Negative
286041,Negative
515472,Positive
513298,Positive
514873,Negative
331102,Positive
310521,Positive
396181,Negative
251397,Positive
281718,Negative
182867,Negative
383030,Positive
4092,Negative
64283,Positive
273804,Positive
245164,Negative
91735,Negative
21329,Negative
479130,Negative
228178,Positive
486063,Positive
68718,Negative
3365,Negative
494621,Positive
101650,Positive
53163,Positive
49728,Negative
353461,Positive
68301,Negative
485367,Negative
412139,Negative
444059,Negative
398413,Negative
336719,Positive
69140,Negative
423977,Negative
64155,Negative
90195,Positive
198691,Positive
300801,Negative
340376,Positive
325119,Negative
268075,Negative
213345,Negative
125790,Negative
338548,Positive
256596,Positive
424083,Negative
15403,Positive
106836,Negative
129841,Negative
315573,Negative
501570,Negative
422438,Positive
240269,Positive
187698,Negative
149052,Negative
80319,Negative
377059,Negative
167391,Negative
3010,Positive
379101,Negative
220259,Negative
146664,Negative
231926,Positive
409671,Negative
75314,Negative
190593,Negative
112349,Negative
79895,Positive
240613,Negative
109927,Negative
346174,Positive
146283,Positive
88509,Positive
236230,Positive
161697,Positive
67143,Negative
312238,Positive
177555,Negative
339122,Positive
463419,Positive
213212,Negative
10376,Negative
304036,Negative
367170,Negative
293358,Positive
19450,Positive
489918,Negative
193075,Positive
474324,Negative
331360,Positive
378943,Positive
128348,Negative
28962,Positive
128658,Negative
513363,Negative
206047,Negative
224070,Positive
457710,Positive
155016,Negative
300075,Negative
25256,Positive
163976,Negative
281089,Negative
30326,Positive
269350,Negative
64919,Positive
294468,Negative
284289,Negative
2272,Negative
101656,Positive
131475,Negative
323328,Negative
242350,Negative
120541,Positive
172,Negative
40895,Negative
40258,Negative
304404,Negative
197744,Positive
14420,Positive
96233,Positive
319825,Negative
425024,Negative
129851,Negative
429509,Negative
164759,Positive
468323,Positive
419951,Negative
153060,Positive
391956,Positive
230681,Negative
210471,Negative
242371,Negative
323673,Negative
314094,Positive
173186,Positive
149915,Positive
430883,Positive
91697,Negative
169271,Negative
36729,Negative
401333,Positive
307541,Positive
253917,Positive
215682,Positive
456734,Positive
480877,Positive
323356,Negative
204922,Negative
120552,Positive
348455,Negative
357340,Negative
208649,Negative
508510,Negative
36780,Positive
423154,Negative
277988,Negative
246415,Positive
104916,Negative
313116,Negative
56312,Positive
244261,Negative
237034,Negative
406318,Negative
34515,Positive
475386,Negative
173360,Negative
209516,Positive
394257,Negative
92017,Negative
357066,Positive
347429,Positive
115207,Negative
146173,Positive
295808,Negative
8567,Positive
324762,Negative
300675,Negative
444513,Positive
32034,Positive
468319,Negative
3145,Negative
26643,Negative
215973,Negative
202376,Negative
422037,Negative
350285,Negative
407794,Negative
172437,Negative
66863,Negative
435798,Negative
504120,Positive
456422,Positive
499082,Positive
180515,Positive
388019,Negative
23811,Positive
179909,Negative
62910,Negative
387795,Negative
120198,Negative
52697,Positive
449011,Positive
457153,Negative
346448,Positive
323526,Negative
51621,Negative
48171,Positive
182588,Positive
378028,Positive
454588,Negative
255583,Positive
500233,Negative
105010,Negative
488593,Positive
56929,Positive
146151,Positive
134614,Positive
131825,Positive
4729,Positive
71084,Positive
126112,Positive
132600,Negative
515328,Negative
131008,Negative
207522,Positive
76699,Negative
243078,Negative
436352,Negative
67723,Negative
429526,Negative
209961,Negative
52686,Positive
214019,Negative
291343,Negative
122541,Negative
459410,Positive
353926,Positive
492350,Positive
468185,Positive
96503,Positive
497606,Negative
108700,Positive
21531,Negative
268648,Negative
476200,Negative
416968,Positive
385119,Negative
427196,Negative
288917,Negative
291267,Positive
374017,Positive
358960,Positive
175863,Negative
401604,Positive
253848,Positive
455674,Negative
156383,Negative
103687,Positive
147221,Positive
430407,Negative
20646,Positive
61843,Negative
231688,Negative
489236,Negative
316352,Negative
21592,Positive
140931,Positive
502470,Positive
89267,Positive
143477,Negative
363650,Positive
2963,Negative
318550,Positive
470435,Positive
194111,Positive
515587,Positive
208529,Negative
36997,Negative
113671,Negative
298439,Positive
124968,Negative
295051,Negative
412125,Positive
66634,Positive
79127,Negative
359120,Positive
420393,Positive
48758,Positive
177281,Negative
27899,Negative
373406,Positive
185782,Negative
305917,Negative
456743,Positive
65119,Negative
240628,Negative
497572,Negative
182945,Positive
454646,Positive
437731,Positive
104526,Negative
338666,Negative
441048,Positive
142003,Positive
269937,Negative
163445,Positive
32850,Positive
206853,Positive
235673,Positive
137908,Negative
497105,Positive
493969,Positive
355860,Positive
102343,Negative
382444,Positive
363486,Negative
156532,Negative
64531,Negative
192877,Positive
70498,Negative
5928,Negative
322874,Positive
44885,Positive
379036,Positive
325058,Negative
130331,Positive
242626,Negative
339332,Positive
497218,Positive
146790,Negative
487298,Positive
390372,Positive
431016,Negative
230494,Negative
93470,Negative
183455,Negative
128170,Negative
379835,Positive
335652,Positive
399572,Positive
408264,Positive
230295,Positive
412702,Positive
303546,Negative
344283,Negative
69493,Positive
486136,Positive
94012,Positive
386641,Positive
166581,Positive
480783,Positive
333846,Negative
232866,Negative
170059,Positive
304753,Positive
320613,Positive
176262,Negative
188843,Positive
151430,Negative
66566,Negative
66903,Negative
81306,Positive
223502,Negative
232472,Negative
116416,Positive
181607,Positive
44105,Positive
157297,Negative
299746,Positive
210452,Negative
182776,Positive
149347,Positive
494820,Negative
477611,Positive
220935,Positive
112207,Positive
177741,Negative
88158,Positive
117358,Positive
306515,Negative
208791,Negative
485223,Positive
477024,Negative
74699,Negative
360110,Positive
491564,Positive
496531,Positive
5810,Negative
321909,Positive
246595,Negative
190665,Negative
102481,Positive
157843,Negative
232403,Positive
398845,Positive
190539,Negative
164174,Positive
